"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"889","1.019229","192.168.0.192","192.168.0.228","TCP","78","59606  >  9207 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2867125343 TSecr=0 SACK_PERM","59606","9207"
"890","1.019229","192.168.0.192","192.168.0.228","TCP","78","59607  >  2998 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=640769994 TSecr=0 SACK_PERM","59607","2998"
"893","1.022675","192.168.0.192","192.168.0.228","TCP","78","59608  >  19315 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2599079972 TSecr=0 SACK_PERM","59608","19315"
"894","1.022675","192.168.0.192","192.168.0.228","TCP","78","59609  >  7201 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2674623187 TSecr=0 SACK_PERM","59609","7201"
"897","1.024243","192.168.0.192","192.168.0.228","TCP","78","59610  >  6839 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1299385 TSecr=0 SACK_PERM","59610","6839"
"899","1.027292","192.168.0.192","192.168.0.228","TCP","78","59611  >  8290 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1384840484 TSecr=0 SACK_PERM","59611","8290"
"900","1.027292","192.168.0.192","192.168.0.228","TCP","78","59612  >  1031 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1121328259 TSecr=0 SACK_PERM","59612","1031"
"903","1.028781","192.168.0.192","192.168.0.228","TCP","78","59613  >  14000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1136671224 TSecr=0 SACK_PERM","59613","14000"
"904","1.028781","192.168.0.192","192.168.0.228","TCP","78","59614  >  7625 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=601692818 TSecr=0 SACK_PERM","59614","7625"
"907","1.030936","192.168.0.192","192.168.0.228","TCP","78","59615  >  20031 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3782603070 TSecr=0 SACK_PERM","59615","20031"
"909","1.035024","192.168.0.192","192.168.0.228","TCP","78","59616  >  2401 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2782757600 TSecr=0 SACK_PERM","59616","2401"
"910","1.035024","192.168.0.192","192.168.0.228","TCP","78","59617  >  8600 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3347211506 TSecr=0 SACK_PERM","59617","8600"
"911","1.035024","192.168.0.192","192.168.0.228","TCP","78","59618  >  1244 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3750918731 TSecr=0 SACK_PERM","59618","1244"
"912","1.035024","192.168.0.192","192.168.0.228","TCP","78","59619  >  1138 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1042115887 TSecr=0 SACK_PERM","59619","1138"
"913","1.035024","192.168.0.192","192.168.0.228","TCP","78","59620  >  1277 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1624222115 TSecr=0 SACK_PERM","59620","1277"
"919","1.043208","192.168.0.192","192.168.0.228","TCP","78","59621  >  27355 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=519610831 TSecr=0 SACK_PERM","59621","27355"
"920","1.043208","192.168.0.192","192.168.0.228","TCP","78","59622  >  6901 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2320604402 TSecr=0 SACK_PERM","59622","6901"
"921","1.043208","192.168.0.192","192.168.0.228","TCP","78","59623  >  2033 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1854646509 TSecr=0 SACK_PERM","59623","2033"
"922","1.043208","192.168.0.192","192.168.0.228","TCP","78","59624  >  7435 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3793424106 TSecr=0 SACK_PERM","59624","7435"
"923","1.043208","192.168.0.192","192.168.0.228","TCP","78","59625  >  1126 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1812067021 TSecr=0 SACK_PERM","59625","1126"
"929","1.065770","192.168.0.192","192.168.0.228","TCP","78","59626  >  5432 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3861084418 TSecr=0 SACK_PERM","59626","5432"
"930","1.065770","192.168.0.192","192.168.0.228","TCP","78","59627  >  1583 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4000483876 TSecr=0 SACK_PERM","59627","1583"
"931","1.065770","192.168.0.192","192.168.0.228","TCP","78","59628  >  2005 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1831990714 TSecr=0 SACK_PERM","59628","2005"
"932","1.065770","192.168.0.192","192.168.0.228","TCP","78","59629  >  8045 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2470346032 TSecr=0 SACK_PERM","59629","8045"
"933","1.065770","192.168.0.192","192.168.0.228","TCP","78","59630  >  4343 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1854937353 TSecr=0 SACK_PERM","59630","4343"
"939","1.071498","192.168.0.192","192.168.0.228","TCP","78","59631  >  55055 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=148192871 TSecr=0 SACK_PERM","59631","55055"
"940","1.071498","192.168.0.192","192.168.0.228","TCP","78","59632  >  5003 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1872040601 TSecr=0 SACK_PERM","59632","5003"
"941","1.071498","192.168.0.192","192.168.0.228","TCP","78","59633  >  1164 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2648499697 TSecr=0 SACK_PERM","59633","1164"
"942","1.071498","192.168.0.192","192.168.0.228","TCP","78","59634  >  1169 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2168220059 TSecr=0 SACK_PERM","59634","1169"
"943","1.071498","192.168.0.192","192.168.0.228","TCP","78","59635  >  64623 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2620407789 TSecr=0 SACK_PERM","59635","64623"
"949","1.077856","192.168.0.192","192.168.0.228","TCP","78","59636  >  2811 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2333190848 TSecr=0 SACK_PERM","59636","2811"
"950","1.077856","192.168.0.192","192.168.0.228","TCP","78","59637  >  7000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=672445821 TSecr=0 SACK_PERM","59637","7000"
"951","1.077856","192.168.0.192","192.168.0.228","TCP","78","59638  >  5902 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2330154101 TSecr=0 SACK_PERM","59638","5902"
"952","1.077856","192.168.0.192","192.168.0.228","TCP","78","59639  >  1500 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2840733394 TSecr=0 SACK_PERM","59639","1500"
"953","1.077856","192.168.0.192","192.168.0.228","TCP","78","59640  >  1083 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3267052306 TSecr=0 SACK_PERM","59640","1083"
"959","1.083357","192.168.0.192","192.168.0.228","TCP","78","59641  >  1055 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1904878253 TSecr=0 SACK_PERM","59641","1055"
"960","1.083357","192.168.0.192","192.168.0.228","TCP","78","59642  >  5904 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2219364774 TSecr=0 SACK_PERM","59642","5904"
"961","1.083357","192.168.0.192","192.168.0.228","TCP","78","59643  >  5544 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3548084643 TSecr=0 SACK_PERM","59643","5544"
"962","1.083357","192.168.0.192","192.168.0.228","TCP","78","59644  >  5850 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2915986578 TSecr=0 SACK_PERM","59644","5850"
"963","1.083357","192.168.0.192","192.168.0.228","TCP","78","59645  >  6789 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2688422395 TSecr=0 SACK_PERM","59645","6789"
"969","1.089101","192.168.0.192","192.168.0.228","TCP","78","59646  >  3766 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3669427787 TSecr=0 SACK_PERM","59646","3766"
"970","1.089101","192.168.0.192","192.168.0.228","TCP","78","59647  >  5631 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=687902681 TSecr=0 SACK_PERM","59647","5631"
"973","1.091230","192.168.0.192","192.168.0.228","TCP","78","59648  >  1028 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1470671823 TSecr=0 SACK_PERM","59648","1028"
"974","1.091230","192.168.0.192","192.168.0.228","TCP","78","59649  >  2008 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1330915552 TSecr=0 SACK_PERM","59649","2008"
"975","1.091230","192.168.0.192","192.168.0.228","TCP","78","59650  >  18988 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2789043918 TSecr=0 SACK_PERM","59650","18988"
"979","1.095298","192.168.0.192","192.168.0.228","TCP","78","59651  >  5666 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3599833013 TSecr=0 SACK_PERM","59651","5666"
"980","1.095298","192.168.0.192","192.168.0.228","TCP","78","59652  >  27352 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2095327039 TSecr=0 SACK_PERM","59652","27352"
"983","1.097496","192.168.0.192","192.168.0.228","TCP","78","59653  >  1045 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1225838767 TSecr=0 SACK_PERM","59653","1045"
"984","1.097496","192.168.0.192","192.168.0.228","TCP","78","59654  >  8654 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2192504089 TSecr=0 SACK_PERM","59654","8654"
"985","1.097496","192.168.0.192","192.168.0.228","TCP","78","59655  >  32783 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1959002060 TSecr=0 SACK_PERM","59655","32783"
"989","1.102062","192.168.0.192","192.168.0.228","TCP","78","59656  >  5907 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=624030438 TSecr=0 SACK_PERM","59656","5907"
"990","1.102062","192.168.0.192","192.168.0.228","TCP","78","59657  >  1085 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3429496029 TSecr=0 SACK_PERM","59657","1085"
"993","1.104008","192.168.0.192","192.168.0.228","TCP","78","59658  >  1533 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2487529231 TSecr=0 SACK_PERM","59658","1533"
"994","1.104008","192.168.0.192","192.168.0.228","TCP","78","59659  >  2021 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=913045271 TSecr=0 SACK_PERM","59659","2021"
"995","1.104008","192.168.0.192","192.168.0.228","TCP","78","59660  >  2144 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2644199672 TSecr=0 SACK_PERM","59660","2144"
"999","1.109337","192.168.0.192","192.168.0.228","TCP","78","59661  >  3031 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1433812242 TSecr=0 SACK_PERM","59661","3031"
"1000","1.109337","192.168.0.192","192.168.0.228","TCP","78","59662  >  9500 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1236591464 TSecr=0 SACK_PERM","59662","9500"
"1001","1.109337","192.168.0.192","192.168.0.228","TCP","78","59663  >  1111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1157409559 TSecr=0 SACK_PERM","59663","1111"
"1002","1.109337","192.168.0.192","192.168.0.228","TCP","78","59664  >  3269 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=16858288 TSecr=0 SACK_PERM","59664","3269"
"1007","1.113333","192.168.0.192","192.168.0.228","TCP","78","59665  >  5414 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=247878966 TSecr=0 SACK_PERM","59665","5414"
"1009","1.123081","192.168.0.192","192.168.0.228","TCP","78","59666  >  49152 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3013211042 TSecr=0 SACK_PERM","59666","49152"
"1010","1.123081","192.168.0.192","192.168.0.228","TCP","78","59667  >  2105 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2773231496 TSecr=0 SACK_PERM","59667","2105"
"1011","1.123081","192.168.0.192","192.168.0.228","TCP","78","59668  >  42 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2553120394 TSecr=0 SACK_PERM","59668","42"
"1012","1.123081","192.168.0.192","192.168.0.228","TCP","78","59669  >  9111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2831763987 TSecr=0 SACK_PERM","59669","9111"
"1013","1.123081","192.168.0.192","192.168.0.228","TCP","78","59670  >  1199 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=233704799 TSecr=0 SACK_PERM","59670","1199"
"1020","1.144059","192.168.0.192","192.168.0.228","TCP","78","59671  >  10002 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3370370959 TSecr=0 SACK_PERM","59671","10002"
"1021","1.144059","192.168.0.192","192.168.0.228","TCP","78","59672  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3194996180 TSecr=0 SACK_PERM","59672","5000"
"1022","1.144059","192.168.0.192","192.168.0.228","TCP","78","59673  >  8192 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1738082150 TSecr=0 SACK_PERM","59673","8192"
"1023","1.144059","192.168.0.192","192.168.0.228","TCP","78","59674  >  8383 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3686333815 TSecr=0 SACK_PERM","59674","8383"
"1024","1.144059","192.168.0.192","192.168.0.228","TCP","78","59675  >  1113 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1636480516 TSecr=0 SACK_PERM","59675","1113"
"1030","1.147600","192.168.0.192","192.168.0.228","TCP","78","59676  >  1050 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1527569168 TSecr=0 SACK_PERM","59676","1050"
"1031","1.147600","192.168.0.192","192.168.0.228","TCP","78","59677  >  6646 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=738145399 TSecr=0 SACK_PERM","59677","6646"
"1034","1.151121","192.168.0.192","192.168.0.228","TCP","78","59678  >  1061 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3802709012 TSecr=0 SACK_PERM","59678","1061"
"1035","1.151121","192.168.0.192","192.168.0.228","TCP","78","59679  >  146 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3453980843 TSecr=0 SACK_PERM","59679","146"
"1036","1.151121","192.168.0.192","192.168.0.228","TCP","78","59680  >  3005 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3934753727 TSecr=0 SACK_PERM","59680","3005"
"1040","1.156157","192.168.0.192","192.168.0.228","TCP","78","59681  >  45100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1315743085 TSecr=0 SACK_PERM","59681","45100"
"1041","1.156157","192.168.0.192","192.168.0.228","TCP","78","59682  >  2106 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2843127194 TSecr=0 SACK_PERM","59682","2106"
"1042","1.156157","192.168.0.192","192.168.0.228","TCP","78","59683  >  1328 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1973267976 TSecr=0 SACK_PERM","59683","1328"
"1043","1.156157","192.168.0.192","192.168.0.228","TCP","78","59684  >  2381 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3189152043 TSecr=0 SACK_PERM","59684","2381"
"1044","1.156157","192.168.0.192","192.168.0.228","TCP","78","59685  >  3013 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2340831003 TSecr=0 SACK_PERM","59685","3013"
"1050","1.158980","192.168.0.192","192.168.0.228","TCP","78","59686  >  705 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2404240073 TSecr=0 SACK_PERM","59686","705"
"1051","1.158980","192.168.0.192","192.168.0.228","TCP","78","59687  >  1864 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2710034638 TSecr=0 SACK_PERM","59687","1864"
"1054","1.163339","192.168.0.192","192.168.0.228","TCP","78","59688  >  5560 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4226693099 TSecr=0 SACK_PERM","59688","5560"
"1055","1.163339","192.168.0.192","192.168.0.228","TCP","78","59689  >  4045 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2762153018 TSecr=0 SACK_PERM","59689","4045"
"1056","1.163339","192.168.0.192","192.168.0.228","TCP","78","59690  >  1503 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3277576713 TSecr=0 SACK_PERM","59690","1503"
"1060","1.166723","192.168.0.192","192.168.0.228","TCP","78","59691  >  5500 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4225688100 TSecr=0 SACK_PERM","59691","5500"
"1061","1.166723","192.168.0.192","192.168.0.228","TCP","78","59692  >  5959 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=156201513 TSecr=0 SACK_PERM","59692","5959"
"1064","1.170180","192.168.0.192","192.168.0.228","TCP","78","59693  >  3261 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2146700798 TSecr=0 SACK_PERM","59693","3261"
"1065","1.170180","192.168.0.192","192.168.0.228","TCP","78","59694  >  33354 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1747374559 TSecr=0 SACK_PERM","59694","33354"
"1066","1.170180","192.168.0.192","192.168.0.228","TCP","78","59695  >  1011 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1513790244 TSecr=0 SACK_PERM","59695","1011"
"1070","1.174724","192.168.0.192","192.168.0.228","TCP","78","59696  >  5051 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=438767379 TSecr=0 SACK_PERM","59696","5051"
"1071","1.174724","192.168.0.192","192.168.0.228","TCP","78","59697  >  3580 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1287935978 TSecr=0 SACK_PERM","59697","3580"
"1074","1.177578","192.168.0.192","192.168.0.228","TCP","78","59698  >  8333 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2644827667 TSecr=0 SACK_PERM","59698","8333"
"1075","1.177578","192.168.0.192","192.168.0.228","TCP","78","59699  >  16993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1837033729 TSecr=0 SACK_PERM","59699","16993"
"1076","1.177578","192.168.0.192","192.168.0.228","TCP","78","59700  >  7777 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=66000962 TSecr=0 SACK_PERM","59700","7777"
"1080","1.182772","192.168.0.192","192.168.0.228","TCP","78","59701  >  1185 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=643898159 TSecr=0 SACK_PERM","59701","1185"
"1081","1.182772","192.168.0.192","192.168.0.228","TCP","78","59702  >  902 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1545445507 TSecr=0 SACK_PERM","59702","902"
"1084","1.188215","192.168.0.192","192.168.0.228","TCP","78","59703  >  1271 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2674803981 TSecr=0 SACK_PERM","59703","1271"
"1085","1.188215","192.168.0.192","192.168.0.228","TCP","78","59704  >  1914 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1980597501 TSecr=0 SACK_PERM","59704","1914"
"1086","1.188215","192.168.0.192","192.168.0.228","TCP","78","59705  >  5922 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2254464270 TSecr=0 SACK_PERM","59705","5922"
"1087","1.188215","192.168.0.192","192.168.0.228","TCP","78","59706  >  5100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4219310217 TSecr=0 SACK_PERM","59706","5100"
"1092","1.190172","192.168.0.192","192.168.0.228","TCP","78","59707  >  1097 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=979255005 TSecr=0 SACK_PERM","59707","1097"
"1094","1.194672","192.168.0.192","192.168.0.228","TCP","78","59708  >  1057 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2928931645 TSecr=0 SACK_PERM","59708","1057"
"1095","1.194672","192.168.0.192","192.168.0.228","TCP","78","59709  >  555 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3378210371 TSecr=0 SACK_PERM","59709","555"
"1098","1.198399","192.168.0.192","192.168.0.228","TCP","78","59710  >  8088 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=650287389 TSecr=0 SACK_PERM","59710","8088"
"1099","1.198399","192.168.0.192","192.168.0.228","TCP","78","59711  >  106 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3953055849 TSecr=0 SACK_PERM","59711","106"
"1102","1.199938","192.168.0.192","192.168.0.228","TCP","78","59712  >  2170 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1817690323 TSecr=0 SACK_PERM","59712","2170"
"1103","1.199938","192.168.0.192","192.168.0.228","TCP","78","59713  >  12174 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=298843244 TSecr=0 SACK_PERM","59713","12174"
"1106","1.202007","192.168.0.192","192.168.0.228","TCP","78","59714  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=566249236 TSecr=0 SACK_PERM","59714","8081"
"1108","1.205199","192.168.0.192","192.168.0.228","TCP","78","59715  >  99 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3909804997 TSecr=0 SACK_PERM","59715","99"
"1109","1.205199","192.168.0.192","192.168.0.228","TCP","78","59716  >  9090 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2895139751 TSecr=0 SACK_PERM","59716","9090"
"1112","1.209932","192.168.0.192","192.168.0.228","TCP","78","59717  >  7512 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2612955695 TSecr=0 SACK_PERM","59717","7512"
"1113","1.209932","192.168.0.192","192.168.0.228","TCP","78","59718  >  3659 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3829259067 TSecr=0 SACK_PERM","59718","3659"
"1114","1.209932","192.168.0.192","192.168.0.228","TCP","78","59719  >  6007 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3632275336 TSecr=0 SACK_PERM","59719","6007"
"1115","1.209932","192.168.0.192","192.168.0.228","TCP","78","59720  >  5004 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1085169045 TSecr=0 SACK_PERM","59720","5004"
"1116","1.209932","192.168.0.192","192.168.0.228","TCP","78","59721  >  10004 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=567799700 TSecr=0 SACK_PERM","59721","10004"
"1122","1.217095","192.168.0.192","192.168.0.228","TCP","78","59722  >  8084 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3856650039 TSecr=0 SACK_PERM","59722","8084"
"1123","1.217095","192.168.0.192","192.168.0.228","TCP","78","59723  >  62078 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=111363604 TSecr=0 SACK_PERM","59723","62078"
"1124","1.217095","192.168.0.192","192.168.0.228","TCP","78","59724  >  1086 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2137539107 TSecr=0 SACK_PERM","59724","1086"
"1125","1.217095","192.168.0.192","192.168.0.228","TCP","78","59725  >  4445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1262753744 TSecr=0 SACK_PERM","59725","4445"
"1126","1.217095","192.168.0.192","192.168.0.228","TCP","78","59726  >  100 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1551898302 TSecr=0 SACK_PERM","59726","100"
"1132","1.225012","192.168.0.192","192.168.0.228","TCP","78","59727  >  1024 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2099839441 TSecr=0 SACK_PERM","59727","1024"
"1133","1.225012","192.168.0.192","192.168.0.228","TCP","78","59728  >  5298 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1609385310 TSecr=0 SACK_PERM","59728","5298"
"1134","1.225012","192.168.0.192","192.168.0.228","TCP","78","59729  >  3971 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1921154717 TSecr=0 SACK_PERM","59729","3971"
"1135","1.225012","192.168.0.192","192.168.0.228","TCP","78","59730  >  1023 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4173579518 TSecr=0 SACK_PERM","59730","1023"
"1136","1.225012","192.168.0.192","192.168.0.228","TCP","78","59731  >  666 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=892146515 TSecr=0 SACK_PERM","59731","666"
"1142","1.231321","192.168.0.192","192.168.0.228","TCP","78","59732  >  15660 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1304052805 TSecr=0 SACK_PERM","59732","15660"
"1143","1.231321","192.168.0.192","192.168.0.228","TCP","78","59733  >  8008 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=937927716 TSecr=0 SACK_PERM","59733","8008"
"1144","1.231321","192.168.0.192","192.168.0.228","TCP","78","59734  >  7443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3837079019 TSecr=0 SACK_PERM","59734","7443"
"1145","1.231321","192.168.0.192","192.168.0.228","TCP","78","59735  >  1296 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3895573185 TSecr=0 SACK_PERM","59735","1296"
"1146","1.231321","192.168.0.192","192.168.0.228","TCP","78","59736  >  24444 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3473954580 TSecr=0 SACK_PERM","59736","24444"
"1152","1.238614","192.168.0.192","192.168.0.228","TCP","78","59737  >  2047 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2835079997 TSecr=0 SACK_PERM","59737","2047"
"1153","1.238614","192.168.0.192","192.168.0.228","TCP","78","59738  >  1311 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2077643046 TSecr=0 SACK_PERM","59738","1311"
"1156","1.242624","192.168.0.192","192.168.0.228","TCP","78","59739  >  1058 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=258533236 TSecr=0 SACK_PERM","59739","1058"
"1157","1.242624","192.168.0.192","192.168.0.228","TCP","78","59740  >  4125 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=730117693 TSecr=0 SACK_PERM","59740","4125"
