"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"1967","1.995193","192.168.0.192","192.168.0.228","TCP","78","60144  >  1216 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=927039648 TSecr=0 SACK_PERM","60144","1216"
"1968","1.995193","192.168.0.192","192.168.0.228","TCP","78","60145  >  65129 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2400290609 TSecr=0 SACK_PERM","60145","65129"
"1974","2.001746","192.168.0.192","192.168.0.228","TCP","78","60146  >  8009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=600186140 TSecr=0 SACK_PERM","60146","8009"
"1975","2.001746","192.168.0.192","192.168.0.228","TCP","78","60147  >  668 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=349160387 TSecr=0 SACK_PERM","60147","668"
"1978","2.006248","192.168.0.192","192.168.0.228","TCP","78","60148  >  7496 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=833845799 TSecr=0 SACK_PERM","60148","7496"
"1979","2.006248","192.168.0.192","192.168.0.228","TCP","78","60149  >  6005 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=201895201 TSecr=0 SACK_PERM","60149","6005"
"1980","2.006248","192.168.0.192","192.168.0.228","TCP","78","60150  >  912 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3578100931 TSecr=0 SACK_PERM","60150","912"
"1984","2.010812","192.168.0.192","192.168.0.228","TCP","78","60151  >  10082 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1004669839 TSecr=0 SACK_PERM","60151","10082"
"1985","2.010812","192.168.0.192","192.168.0.228","TCP","78","60152  >  1152 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=867977814 TSecr=0 SACK_PERM","60152","1152"
"1988","2.017784","192.168.0.192","192.168.0.228","TCP","78","60153  >  49165 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=359172445 TSecr=0 SACK_PERM","60153","49165"
"1989","2.017784","192.168.0.192","192.168.0.228","TCP","78","60154  >  2525 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3473757897 TSecr=0 SACK_PERM","60154","2525"
"1992","2.018253","192.168.0.192","192.168.0.228","TCP","78","60155  >  19780 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4113236783 TSecr=0 SACK_PERM","60155","19780"
"1993","2.018253","192.168.0.192","192.168.0.228","TCP","78","60156  >  57797 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=768171134 TSecr=0 SACK_PERM","60156","57797"
"1994","2.018253","192.168.0.192","192.168.0.228","TCP","78","60157  >  683 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=723781010 TSecr=0 SACK_PERM","60157","683"
"1998","2.025138","192.168.0.192","192.168.0.228","TCP","78","60158  >  2022 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3065230465 TSecr=0 SACK_PERM","60158","2022"
"1999","2.025138","192.168.0.192","192.168.0.228","TCP","78","60159  >  5054 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3755863100 TSecr=0 SACK_PERM","60159","5054"
"2000","2.025138","192.168.0.192","192.168.0.228","TCP","78","60160  >  548 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=773953432 TSecr=0 SACK_PERM","60160","548"
"2001","2.025138","192.168.0.192","192.168.0.228","TCP","78","60161  >  2107 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2829204266 TSecr=0 SACK_PERM","60161","2107"
"2002","2.025138","192.168.0.192","192.168.0.228","TCP","78","60162  >  8291 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3635841177 TSecr=0 SACK_PERM","60162","8291"
"2008","2.031552","192.168.0.192","192.168.0.228","TCP","78","60163  >  1036 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=188477840 TSecr=0 SACK_PERM","60163","1036"
"2009","2.031552","192.168.0.192","192.168.0.228","TCP","78","60164  >  1287 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1025540034 TSecr=0 SACK_PERM","60164","1287"
"2010","2.031552","192.168.0.192","192.168.0.228","TCP","78","60165  >  119 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=709742750 TSecr=0 SACK_PERM","60165","119"
"2011","2.031552","192.168.0.192","192.168.0.228","TCP","78","60166  >  20000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2581944836 TSecr=0 SACK_PERM","60166","20000"
"2012","2.031552","192.168.0.192","192.168.0.228","TCP","78","60167  >  1102 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=531823594 TSecr=0 SACK_PERM","60167","1102"
"2018","2.039420","192.168.0.192","192.168.0.228","TCP","78","60168  >  9 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2872010982 TSecr=0 SACK_PERM","60168","9"
"2019","2.039420","192.168.0.192","192.168.0.228","TCP","78","60169  >  3493 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=769101883 TSecr=0 SACK_PERM","60169","3493"
"2020","2.039420","192.168.0.192","192.168.0.228","TCP","78","60170  >  50003 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2436632826 TSecr=0 SACK_PERM","60170","50003"
